ManusLfdNr,default_code,name,list_price,standard_price,categ_id/id,uom_id,uom_po_id,active,sale_ok,purchase_ok,type
101594,101594,Auffangschale fŸr Braun Wandspender ELS,31.0,31.0,__import__.pc_b61e85d05d415cbabebb,Units,Units,True,True,True,consu
101595,101595,Auffangschale fŸr Braun Wandspender TLS,31.0,31.0,__import__.pc_b61e85d05d415cbabebb,Units,Units,True,True,True,consu
10160,10160,Seifen-und Desinfektionsmittelspender,13.8,13.8,__import__.pc_8022a5b38407b69a69bf,Units,Units,True,True,True,consu
10165,10165,PPS Transfusion-Set m.Luer-Lock-Ansatz,132.03,132.03,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
1017,1017,PPS-Blutentnahmegerät mit Rollklemme,1.53,1.53,__import__.pc_304dbe831158612dbdf7,Units,Units,True,True,True,consu
10176,10176,BRAUN Dosierpumpe fŸr 500 ml Flasche,3.2,3.2,__import__.pc_b61e85d05d415cbabebb,Units,Units,True,True,True,consu
101761,101761,BRAUN Dosierpumpe fŸr 1000 ml Flasche /  Hub 2 ml,2.55,2.55,__import__.pc_b61e85d05d415cbabebb,Units,Units,True,True,True,consu
1017654,1017654,"BODE Bodetex forte Instrumentenreiniger,",30.61,30.61,__import__.pc_682b8bd9288e4f7708d7,Units,Units,True,True,True,consu
1018,1018,"Humazon Verlängerung Luer-Luer, 150 cm",1.19,1.19,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
10181427,10181427,BODE Dosierpumpe fŸr 500 ml Flaschen,0.99,0.99,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10181428,10181428,BODE Dosierpumpe fŸr 1000 ml Flaschen,0.8,0.8,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10181587,10181587,BODE UniversalsprŸhkopf,4.5,4.5,__import__.pc_5e4b04682215f760d67e,Units,Units,True,True,True,consu
10182,10182,Transofix,0.29,0.29,__import__.pc_304dbe831158612dbdf7,Units,Units,True,True,True,consu
10196,10196,Adapter fŸr hydrophoben Bakterienfilter,15.95,15.95,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
10197,10197,"Maschinenschutzfilter, steril",2.99,2.99,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
101972903,101972903,BODE Sterillium DesinfektionstŸcher,4.35,4.35,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
101973090,101973090,BODE Bacillol-Tissues Spenderdose,4.95,4.95,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101973091,101973091,"BODE Mikrobac-Tissues, 80 StŸck",5.5,5.5,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101973092,101973092,"BODE Mikrobac-Tissues XXL, 40 StŸck",5.9,5.9,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101973093,101973093,BODE Bacillol-Tissues NachfŸllpackung,4.35,4.35,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101973094,101973094,"BODE Bacillol 30 Tissues, 80 Stck.",11.94,11.94,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101973095,101973095,"BODE Bacillol 30 Sensitive Green Tissues, 120 St.",17.91,17.91,__import__.pc_8d9736e9f7479c663386,Units,Units,True,True,True,consu
101974272,101974272,"BODE Baktolin pure Waschlotion, 500 ml",1.68,1.68,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
101974300,101974300,"BODE Sterillium classic pure, 1000 ml",13.68,13.68,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
101974301,101974301,"BODE Sterillium classic pure, 100 ml",2.83,2.83,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
101974302,101974302,"BODE Sterillium classic pure, 500 ml",7.72,7.72,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
101974303,101974303,"BODE Sterillium classic pure, 5 Ltr.",64.29,64.29,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10198,10198,Bakterienfilter MC109 (Ventilationsfilter),2.45,2.45,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
10199,10199,Adapter fŸr Sangiset,1.75,1.75,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
1021,1021,"Leukosilk 5 m x 1,25 cm breit",4.25,4.25,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
1022,1022,"Leukosilk 5 m x 2,50 cm breit",7.11,7.11,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
10230,10230,Beurer Venen Trainer FM150 -,121.39,121.39,__import__.pc_07dd6df7a9c951956908,Units,Units,True,True,True,consu
1024,1024,"Leukosilk 5 m x 5,00 cm breit",12.61,12.61,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
1026,1026,Comprilan 5 m x 6 cm (Kurzzugbinde),11.52,11.52,__import__.pc_1e3f7ddcba5172f63428,Units,Units,True,True,True,consu
1027,1027,Comprilan 5 m x 8 cm (Kurzzugbinde),15.44,15.44,__import__.pc_1e3f7ddcba5172f63428,Units,Units,True,True,True,consu
1028,1028,Comprilan 5 m x 10 cm (Kurzzugbinde),16.19,16.19,__import__.pc_1e3f7ddcba5172f63428,Units,Units,True,True,True,consu
103380,103380,BODE Bacillol AF Schnell-Desinfektions-,5.55,5.55,__import__.pc_5e4b04682215f760d67e,Units,Units,True,True,True,consu
103389,103389,BODE Bacillol AF Schnelldesinfektions-,25.5,25.5,__import__.pc_5e4b04682215f760d67e,Units,Units,True,True,True,consu
10380,10380,"BODE Cutasept-F Haut-Antiseptikum, 1000 ml",14.85,14.85,__import__.pc_f7bda867b9b15f1dc289,Units,Units,True,True,True,consu
10382,10382,BODE Cutasept-F Haut-Antiseptikum 250 ml,8.6,8.6,__import__.pc_f7bda867b9b15f1dc289,Units,Units,True,True,True,consu
10389,10389,BODE Cutasept-F Haut-Antiseptikum 5 Ltr.,64.06,64.06,__import__.pc_f7bda867b9b15f1dc289,Units,Units,True,True,True,consu
1041,1041,"Rechnungsblock fŸr Heilpraktiker, DIN A4",6.45,6.45,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1042,1042,"Rechnungsblock fŸr Heilpraktiker, DIN A5",8.32,8.32,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
104210,104210,Petrischale 10 cm,0.77,0.77,__import__.pc_33bcac8a9b7c2d3af2e2,Units,Units,True,True,True,consu
104212,104212,Petrischale 12 cm,1.4,1.4,__import__.pc_33bcac8a9b7c2d3af2e2,Units,Units,True,True,True,consu
10426,10426,Petrischale 6 cm,1.1,1.1,__import__.pc_33bcac8a9b7c2d3af2e2,Units,Units,True,True,True,consu
10428,10428,Petrischale 8 cm,1.22,1.22,__import__.pc_33bcac8a9b7c2d3af2e2,Units,Units,True,True,True,consu
1043,1043,Patienten-Karteikarten fŸr Heilpraktiker,22.4,22.4,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1044,1044,"Ergänzungsblätter fŸr Karteikarten,",9.0,9.0,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1045,1045,"Quittungen fŸr Heilpraktiker, DIN A6",4.96,4.96,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1046,1046,"Terminvereinbarungen, Block a 50 Blatt",2.44,2.44,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1047,1047,Terminbuch,20.92,20.92,__import__.pc_8e43ab7aa703f4939672,Units,Units,True,True,True,consu
1055112,1055112,"Ersatzbatterie V4034PX, 6V, 100 mA *",3.16,3.16,__import__.pc_6417a190b3752a07959e,Units,Units,True,True,True,consu
105554,105554,Schubladencontainer fŸr Testsätze,231.09,231.09,__import__.pc_1a6955abe67c11968e7a,Units,Units,True,True,True,consu
105555,105555,"Sortiereinlage fŸr 144x 2,5ml Ampullen",12.92,12.92,__import__.pc_1a6955abe67c11968e7a,Units,Units,True,True,True,consu
105556,105556,Sortiereinlage fŸr 90 x 4ml Ampullen,12.92,12.92,__import__.pc_1a6955abe67c11968e7a,Units,Units,True,True,True,consu
105578,105578,Baumwollhandschuh fŸr Elektroakupunktur,0.35,0.35,__import__.pc_bbc0c1b5b7bbe3adf03a,Units,Units,True,True,True,consu
10633,10633,"BODE Baktolan protect + pure, 100 ml",8.98,8.98,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
10660,10660,BODE Sterillium 1000 ml,14.09,14.09,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
106601,106601,BODE Sterillium Virugard 1000 ml,15.84,15.84,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10661,10661,BODE Sterillium 100 ml,2.91,2.91,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
106611,106611,BODE Sterillium Virugard 100 ml,3.36,3.36,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10665,10665,BODE Sterillium 500 ml,7.92,7.92,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
106651,106651,BODE Sterillium Virugard 500 ml,9.01,9.01,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
10669,10669,BODE Sterillium 5 Ltr.,64.93,64.93,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
106691,106691,"KanisterschlŸssel, Bode, 5 Ltr.",2.62,2.62,__import__.pc_bd93809bb7868071db9b,Units,Units,True,True,True,consu
1075,1075,MonoLux Pen Farbwechsel - Rundkopf,273.11,273.11,__import__.pc_3adfcc05e535b7514de9,Units,Units,True,True,True,consu
1076,1076,MonoLux Pen Farbwechsel - Kristallspitze,365.55,365.55,__import__.pc_3adfcc05e535b7514de9,Units,Units,True,True,True,consu
1077,1077,Etui fŸr Monolux Pens,10.0,10.0,__import__.pc_3adfcc05e535b7514de9,Units,Units,True,True,True,consu
1081203,1081203,Auffangschale Bode Eurospender 1,58.05,58.05,__import__.pc_180d5a560288a0135e4b,Units,Units,True,True,True,consu
1081204,1081204,"BODE Eurospender 1 plus, 500 ml",73.85,73.85,__import__.pc_8022a5b38407b69a69bf,Units,Units,True,True,True,consu
1081205,1081205,"BODE Eurospender 1 plus, 1000 ml",81.54,81.54,__import__.pc_8022a5b38407b69a69bf,Units,Units,True,True,True,consu
10869,10869,Einmalohrtrichter fŸr ri-scope-Otoskop,4.3,4.3,__import__.pc_5c338e77246a51f177d2,Units,Units,True,True,True,consu
10870,10870,Einmalohrtrichter fŸr ri-scope-Otoskop,4.0,4.0,__import__.pc_5c338e77246a51f177d2,Units,Units,True,True,True,consu
10871,10871,Einmalohrtrichter fŸr ri-scope-Otoskop,4.0,4.0,__import__.pc_5c338e77246a51f177d2,Units,Units,True,True,True,consu
10900,10900,Calopad Schmerztherapiegerät,134.71,134.71,__import__.pc_4b4722b15e5c98ec5764,Units,Units,True,True,True,consu
10900-1,10900-1,Calopad Klebetapes (Zubehär) - 10er-Set Klebetapes,17.06,17.06,__import__.pc_4b4722b15e5c98ec5764,Units,Units,True,True,True,consu
11,11,Alkoholtupfer Alkotip 100 St.,1.5,1.5,__import__.pc_f608a5d9c981f1781a88,Units,Units,True,True,True,consu
1100201,1100201,Räucherduft-Serie Hoyei-koh (40 St.),1.99,1.99,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100202,1100202,Räucherduft-Serie Daigen-koh (30 St.),1.99,1.99,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100203,1100203,Räucherduft-Serie Kio-nishiki (35 St.),2.35,2.35,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100204,1100204,Räucherduft-Serie Kin-Kaku (35 St.),2.75,2.75,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100205,1100205,Räucherduft-Serie Kyo-Zakura (35 St.),3.45,3.45,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100206,1100206,Räucherduft-Serie Nokiba (35 St.),2.75,2.75,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100207,1100207,Räucherduft-Serie Gozan (35 St.),4.95,4.95,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100208,1100208,Räucherduft-Serie Haku-Un (35 St.),7.65,7.65,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1100605,1100605,Edelsteinduft 5er Set ohne Ständer,15.1,15.1,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
11007220,11007220,Stäbchenhalter Ike Gold,9.75,9.75,__import__.pc_406601dbab7950d4046d,Units,Units,True,True,True,consu
1101000,1101000,Einzelrute ISIS,23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
11571,11571,"Vacutainer Safety Lok Blutentnahmeset,",21.05,21.05,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11572,11572,"Vacutainer Safety Lok Blutentnahmeset,",21.05,21.05,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11573,11573,"Vacutainer Precisionglide KanŸle,",10.2,10.2,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11574,11574,"Vacutainer Eclipse SicherheitskanŸle,",13.2,13.2,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11575,11575,"Vacutainer Luer-Adapter, 100 St.",12.25,12.25,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11576,11576,"Vacutainer SST Advance Rährchen, 100 St.",18.5,18.5,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11577,11577,"Vacutainer SST Advance Rährchen, 100 St.",17.5,17.5,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11578,11578,Vacutainer Rährchen fŸr Glukose und,12.95,12.95,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11579,11579,"Vacutainer Gerinnungsrährchen,",12.95,12.95,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
11580,11580,"Vacutainer EDTA-Rährchen lila,",9.95,9.95,__import__.pc_d474de000b1c08f52539,Units,Units,True,True,True,consu
116,116,"Frauenkatheter Ch. 16, 50 StŸck",9.5,9.5,__import__.pc_78fabfef31d51a5a2950,Units,Units,True,True,True,consu
1161000,1161000,"Einzelrute ISIS ""light""",23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
11671,11671,"Sarstedt S-Monovette 9 ml, 50 StŸck",6.65,6.65,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11672,11672,"Sarstedt S-Monovette 2,7 ml, 50 StŸck",6.5,6.5,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11673,11673,"Sarstedt S-Sedivette 3,5 ml, 50 StŸck",11.95,11.95,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11674,11674,Membran-Adapter fŸr Sarstedt-Systeme,6.1,6.1,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11675,11675,Multi-Adapter fŸr Sarstedt S-Monovette,12.5,12.5,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11676,11676,"Sarstedt KanŸlen, 20 G x 1,5, steril,",13.5,13.5,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11677,11677,"Sarstedt KanŸlen, 21 G x 1,5, steril,",13.95,13.95,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
11679,11679,Sarstedt Multifly-KanŸle mit,48.75,48.75,__import__.pc_0a0426c1612f1d3f5c0d,Units,Units,True,True,True,consu
117,117,"Frauenkatheter Ch. 12, 50 StŸck",9.5,9.5,__import__.pc_78fabfef31d51a5a2950,Units,Units,True,True,True,consu
11921,11921,Meridian-Armbanduhr fŸr Frauen,26.7,26.7,__import__.pc_ccae432a0c606a407d2a,Units,Units,True,True,True,consu
11922,11922,Meridian-Armbanduhr fŸr Männer,26.69,26.69,__import__.pc_ccae432a0c606a407d2a,Units,Units,True,True,True,consu
11991,11991,boso medicus prestige S professional Blutdruckmess,94.0,94.0,__import__.pc_c0411fcf6e26765cbcb8,Units,Units,True,True,True,consu
11992,11992,Boso ABI-System-100 mit PWV-Messung,2330.0,2330.0,__import__.pc_c0411fcf6e26765cbcb8,Units,Units,True,True,True,consu
11993,11993,Gerätewagen fŸr boso-ABI-100-System,1071.0,1071.0,__import__.pc_6417a190b3752a07959e,Units,Units,True,True,True,consu
1201000,1201000,Einzelrute AUREA,23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
12039,12039,Boso medistar + Blutdruckmesser,21.9,21.9,__import__.pc_c0411fcf6e26765cbcb8,Units,Units,True,True,True,consu
1205,1205,Boso medicus vital Blutdruckmesser,50.5,50.5,__import__.pc_c0411fcf6e26765cbcb8,Units,Units,True,True,True,consu
1222,1222,BRAUN Lifosan soft Waschlotion 1000 ml,6.47,6.47,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
12221,12221,BRAUN Lifosan soft Waschlotion 500 ml,2.1,2.1,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
1224,1224,BRAUN Softaskin Waschlotion 1000 ml,3.7,3.7,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
12241,12241,BRAUN Softaskin Waschlotion 500 ml,2.7,2.7,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
1230,1230,BRAUN Lifosan soft Waschlotion 5 Ltr.,15.0,15.0,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
1232,1232,BRAUN Softaskin Waschlotion 5 Ltr.,16.8,16.8,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
125000,125000,Sauerstoffkonzentrator Kräber O2,720.0,720.0,__import__.pc_8f64a43f524464226c53,Units,Units,True,True,True,consu
1250017,1250017,Feinfilter fŸr Sauerstoffkonzentrator,3.9,3.9,__import__.pc_8f64a43f524464226c53,Units,Units,True,True,True,consu
1250018,1250018,RŸckschlagventil O2-Ausgang fŸr TOPAIR 2,5.4,5.4,__import__.pc_8f64a43f524464226c53,Units,Units,True,True,True,consu
126,126,"BRAUN Combifix Adapter, Luer-Lock",0.85,0.85,__import__.pc_304dbe831158612dbdf7,Units,Units,True,True,True,consu
127,127,"BRAUN Sterifix Injektionsfilter,",1.65,1.65,__import__.pc_304dbe831158612dbdf7,Units,Units,True,True,True,consu
128,128,Boso Egotest Blutdruckmesser,53.1,53.1,__import__.pc_fdeb36b4a7eca028431e,Units,Units,True,True,True,consu
1281250,1281250,"Steilbrustflasche Klarglas, 250 ml",4.76,4.76,__import__.pc_41c0fa3c077251cee7d7,Units,Units,True,True,True,consu
1281999,1281999,"Steilbrustflasche Klarglas, 1000 ml*",5.15,5.15,__import__.pc_41c0fa3c077251cee7d7,Units,Units,True,True,True,consu
12871,12871,"Peha-soft nitrile white, klein, 200 St.",6.84,6.84,__import__.pc_5a0c37f791cea27175ca,Units,Units,True,True,True,consu
12872,12872,"Peha-soft nitrile white, mittel, 200 St.",6.84,6.84,__import__.pc_5a0c37f791cea27175ca,Units,Units,True,True,True,consu
12873,12873,"Peha-soft nitrile white, gro§, 200 St.",6.84,6.84,__import__.pc_5a0c37f791cea27175ca,Units,Units,True,True,True,consu
129,129,BRAUN Mini-Spike,0.52,0.52,__import__.pc_304dbe831158612dbdf7,Units,Units,True,True,True,consu
1291,1291,"Hansaplast Classic, Meterware 5m:4cm",8.25,8.25,__import__.pc_2bbcf8a1e80342d435b1,Units,Units,True,True,True,consu
1292,1292,"Hansaplast Classic, Meterware 5m:6cm",10.31,10.31,__import__.pc_2bbcf8a1e80342d435b1,Units,Units,True,True,True,consu
1293,1293,"Hansaplast Classic, Meterware 5m:8cm",13.96,13.96,__import__.pc_2bbcf8a1e80342d435b1,Units,Units,True,True,True,consu
130,130,"Natriumcitrat 3,13%, 100 ml",4.23,4.23,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
1301000,1301000,Einzelrute AUREOLE,23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
131,131,"Natriumcitrat 3,13%,10 ml Amp., 10 Stck",7.15,7.15,__import__.pc_2c3847d8ff44c36efbc9,Units,Units,True,True,True,consu
13160,13160,"Erste-Hilfe-Kasten, weiss, nach DIN13157",24.4,24.4,__import__.pc_0d4d3fadebec61522515,Units,Units,True,True,True,consu
13161,13161,"Wandhalterung grŸn, Kunststoff, passend",2.1,2.1,__import__.pc_0d4d3fadebec61522515,Units,Units,True,True,True,consu
13162,13162,FŸllung DIN 13157 in Folientasche fŸr,18.55,18.55,__import__.pc_0d4d3fadebec61522515,Units,Units,True,True,True,consu
1319,1319,"Verbandschrank klein, Stahlblech, wei§",40.59,40.59,__import__.pc_0d4d3fadebec61522515,Units,Units,True,True,True,consu
1320,1320,"Verbandschrank gro§,  Stahlblech, wei§",56.0,56.0,__import__.pc_0d4d3fadebec61522515,Units,Units,True,True,True,consu
13611,13611,Standardmanschette boso carat,12.0,12.0,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13612,13612,XL-Manschette (33-41 cm Umfang) fŸr,17.0,17.0,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13613,13613,XL-Manschette (32-48 cm Umfang) fŸr,16.5,16.5,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13614,13614,XS-Manschette (16-22 cm Umfang) fŸr,17.7,17.7,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13615,13615,"Universalmanschette fŸr boso vital,",14.7,14.7,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13616,13616,Standardmanschette fŸr boso BDM elektr.,12.5,12.5,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13617,13617,Netzgerät fŸr Boso Blutdruckmessgeräte,15.9,15.9,__import__.pc_6417a190b3752a07959e,Units,Units,True,True,True,consu
13800,13800,Schlauchverschraubung,1.94,1.94,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13801,13801,Kindermanschette fŸr methatec III,11.9,11.9,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13802,13802,Standardmanschette fŸr methatec 3,8.7,8.7,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13803,13803,Oberschenkelmanschette fŸr methatec III,21.5,21.5,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
13804,13804,XL-Manschette fŸr methatec 3,17.5,17.5,__import__.pc_bb1abd1fb5e6285eea3b,Units,Units,True,True,True,consu
14,14,Nierenschale Edelstahl,3.4,3.4,__import__.pc_20d681565121b617e753,Units,Units,True,True,True,consu
1400,1400,BRAUN Trixo Pflegelotion 500 ml,5.85,5.85,__import__.pc_ad0dfda272d2e27c11f6,Units,Units,True,True,True,consu
1401000,1401000,Einzelrute MANSIOLA,23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
1408,1408,"BRAUN OMNIFIX F-Solo Spritzen 1 ml, 100 Stck.",8.3,8.3,__import__.pc_53af081abe8a59d61bfa,Units,Units,True,True,True,consu
1409,1409,"BRAUN OMNIFIX Solo, Luer-Lock, Spritze,",0.69,0.69,__import__.pc_53af081abe8a59d61bfa,Units,Units,True,True,True,consu
1501000,1501000,Einzelrute HELIOS,23.48,23.48,__import__.pc_d6f3545242965c9d5dc8,Units,Units,True,True,True,consu
1503,1503,Zellstofftupfer Askina Spenderbox,25.94,25.94,__import__.pc_f608a5d9c981f1781a88,Units,Units,True,True,True,consu
1521,1521,"Leukoplast 5 m x 1,25 cm breit",3.52,3.52,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
1522,1522,"Leukoplast 5 m x 2,50 cm breit",5.33,5.33,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
1524,1524,"Leukoplast 5 m x 5,00 cm breit",3.38,3.38,__import__.pc_bf50f545a5364fa91ee3,Units,Units,True,True,True,consu
154,154,"Plessimeter aus Metall, 21 cm lang",4.0,4.0,__import__.pc_bf16c5dbfcd9ad6df668,Units,Units,True,True,True,consu
15400,15400,Tupferbefeuchter Liquimed,26.9,26.9,__import__.pc_f608a5d9c981f1781a88,Units,Units,True,True,True,consu
15460,15460,Liquifix Tupferbefeuchter 250 ml,69.9,69.9,__import__.pc_f608a5d9c981f1781a88,Units,Units,True,True,True,consu
158,158,Ersatzband fŸr Venenstauer Prämeta grau,11.2,11.2,__import__.pc_2977a8d60aabd532bca1,Units,Units,True,True,True,consu
159,159,Venenstauer Prämeta grŸn,29.5,29.5,__import__.pc_2977a8d60aabd532bca1,Units,Units,True,True,True,consu
160,160,Ersatzband fŸr Prämeta grŸn bis 4/2004,8.7,8.7,__import__.pc_2977a8d60aabd532bca1,Units,Units,True,True,True,consu
1601000,1601000,Einzelrute Stab MOSE,18.03,18.03,__import__.pc_ad14ac59cb02d98c9c25,Units,Units,True,True,True,consu
1602000,1602000,Einzelrute Engelsfeder,16.34,16.34,__import__.pc_ad14ac59cb02d98c9c25,Units,Units,True,True,True,consu
1603000,1603000,Einzelrute Lichtstrahl,28.95,28.95,__import__.pc_ad14ac59cb02d98c9c25,Units,Units,True,True,True,consu
1604000,1604000,Einzelrute Gätterfunke *,37.77,37.77,__import__.pc_ad14ac59cb02d98c9c25,Units,Units,True,True,True,consu
162,162,"HEINE Einmalmundspatel Plastik, 100 StŸck",6.27,6.27,__import__.pc_5c338e77246a51f177d2,Units,Units,True,True,True,consu
1630,1630,ri-clip Venenstauer,8.2,8.2,__import__.pc_2977a8d60aabd532bca1,Units,Units,True,True,True,consu
16331,16331,Ersatzband fŸr Prämeta Easy-Stauer *,7.83,7.83,__import__.pc_c0a6645dc9c913eb1807,Units,Units,True,True,True,consu
165466,165466,"RS Ayurveda-Laken (älbeständig), klein,",37.82,37.82,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165468,165468,RS Start,1973.95,1973.95,__import__.pc_392d44da86b600c28805,Units,Units,True,True,True,consu
165472,165472,RS Kyphosestellung (Beckenbereich) fŸr,461.34,461.34,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165474,165474,RS IR-Heizung (Brustbereich) fŸr Einbau,154.0,154.0,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165476,165476,RS Halbsitz fŸr RS Modell Pro,461.34,461.34,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165477,165477,"RS Tex-Spannlaken, hellbeige",37.73,37.73,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165477-1,165477-1,"RS Tex-Spannlaken, Wunschfarbe",32.77,32.77,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165478,165478,RS Tex-Soft-Sensation Bauchlagekissen,35.0,35.0,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165479,165479,RS Tex-HygieneŸberzug fŸr Kopfteil,6.43,6.43,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
165479-1,165479-1,RS Tex-HygieneŸberzug fŸr Kopfteil,4.59,4.59,__import__.pc_1c933e49ebb42738db41,Units,Units,True,True,True,consu
