Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
6891,"DongBang Einweg-Schröpfkopf, Gr.1,",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6891.1,"DongBang Einweg-Schröpfkopf, Gr.1/50 mm, 5 Stck.",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6892,"DongBang Einweg-Schröpfkopf, Gr.2,",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6892.1,"DongBang Einweg-Schröpfkopf, Gr.2/45 mm, 5 Stck.",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6893,"DongBang Einweg-Schröpfkopf, Gr.3,",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6893.1,"DongBang Einweg-Schröpfkopf, Gr.3/37 mm, 5 Stck.",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
689321,"Ersatzglas mundgeblasen, 35 mm",1,Ei,Schröpfen,Stk,1,NULL
689341,"Ersatzglas mundgeblasen, 55 mm",1,Ei,Schröpfen,Stk,1,NULL
689351,"Ersatzglas mundgeblasen, 65 mm",1,Ei,Schröpfen,Stk,1,NULL
6894,"DongBang Einweg-Schröpfkopf, Gr.4,",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6894.1,"DongBang Einweg-Schröpfkopf, Gr.4/27 mm, 5 Stck.",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6895,"DongBang Einweg-Schröpfkopf, Gr.5,",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6895.1,"DongBang Einweg-Schröpfkopf, Gr.5/ 23 mm, 5 Stck.",1,Mc,Einweg-Schröpfköpfe,Stk,1.58,1.58
6896,Handpumpe für DongBang Einmalschröpfkopf,1,Mc,Einweg-Schröpfköpfe,Stk,6.95,6.95
6897,Verbindungsschlauch für DongBang,1,Mc,Einweg-Schröpfköpfe,Stk,2.95,2.95
6898,"Einweg-Schröpfglas mit Ventil, Gr. M/4,8 cm, 5 St.",1,Mc,Einweg-Schröpfköpfe,Stk,1.75,1.75
6899,"Einweg-Schröpfglas mit Ventil, Gr. L/5,5 cm, 5 St.",1,Mc,Einweg-Schröpfköpfe,Stk,1.75,1.75
6900,"Einweg-Schröpfglas mit Ventil, Gr. XL/6,2 cm,5 St.",1,Mc,Einweg-Schröpfköpfe,Stk,1.75,1.75
6901,Handpumpe für Schröpfgläser mit Ventil,1,Mc,Einweg-Schröpfköpfe,Stk,5.9,5.9
6902,Karte Gefäßsystem,1,Daa,Karten,Stk,16.72,16.72
69021,Mini-Poster Gefäßsystem,1,Dab,Mini-Poster,Stk,4.95,4.95
6903,Verlängerung für Schröpfgläser mit Ventil,1,Mc,Einweg-Schröpfköpfe,Stk,2.95,2.95
6904,Einweg-Schröpfkopfset mit Ventil und Pumpe,1,Md,Schröpf - Sets,Stk,28.5,28.5
6905,"Einweg-Schröpfglas mit Ventil, Gr. XS/2,8 cm, 5 St",1,Mc,Einweg-Schröpfköpfe,Stk,1.75,1.75
6906,"Einweg-Schröpfglas mit Ventil, Gr. S/3,2 cm, 5 St.",1,Mc,Einweg-Schröpfköpfe,Stk,1.75,1.75
69409,LR 500 Luftreiniger,1,4al,Luftreiniger -befeuchter,Stk,269.23,269.23
69410,Filterset LR 500,1,4al,Luftreiniger -befeuchter,Stk,53,53
69412,LB 55 Luftbefeuchter,1,4al,Luftreiniger -befeuchter,Stk,65.79,65.79
6962,"Kimberly-Clark AQUARIUS Handtuchspender,",1,Gfh,Hygienepapier & Spender,Stk,20.72,20.72
6964,Kimberly-Clark Waschlotionspender,1,Ggd,Kimberly-Clark,Stk,9.69,9.69
700701,Classic Pro Set,1,7d,Mobile Behandlungsliegen,Stk,369,369
700702,"Ultralight-Massagestuhl-Set,",1,7f,Therapie- & Massagestühle,Stk,209,209
700703,Classic Femina Set,1,7d,Mobile Behandlungsliegen,Stk,409,409
7007122,HotStone Zange,1,Ye,Hot Stone und Heilsteine,Stk,14.76,14.76
7007123,"Basaltstein Set 31-tlg, Basisset",1,Ye,Hot Stone und Heilsteine,Stk,75.6,75.6
700717,"Hot Stone DVD ""Hot Stone Massage""",1,Rr,Esoterik / Entspannung,Stk,13.5,13.5
7007181,Zusätzlicher Silikoneinsatz für,1,Ye,Hot Stone und Heilsteine,Stk,12,12
700723,"VOYAGE Set, Farbe: blau",1,7d,Mobile Behandlungsliegen,Stk,258.48,258.48
700724,"VOYAGE Set, Farbe: crema",1,7d,Mobile Behandlungsliegen,Stk,399,399
700726,"Ersatzkopfstütze Ergo für ClapTzu-Liege,",1,7d,Mobile Behandlungsliegen,Stk,63.2,63.2
700727,"Ersatzkopfstütze Ergo für ClapTzu-Liege,",1,7d,Mobile Behandlungsliegen,Stk,44,44
700728,Ersatz-Armablage für Kofferliege,1,7d,Mobile Behandlungsliegen,Stk,32.5,32.5
700729,"Ultralight-Massagestuhl-Set,",1,7f,Therapie- & Massagestühle,Stk,209,209
7010,Trainingsarm für intravenöse Injektion,1,Dad,weiteres Lehrmaterial,Stk,360,360
7011,"Zweigeschlechtlicher Luxustorso,",1,Dba,Anat. Modelle,Stk,951,951
7012,"Hüftgelenk, 7-teilig, rechts",1,Dba,Anat. Modelle,Stk,309,309
7013,"Schultergelenk mit Rotatorenmanschette,",1,Dba,Anat. Modelle,Stk,229,229
7017,"Weibliches Becken, 2-teilig",1,Dba,Anat. Modelle,Stk,194,194
70201,"Herz, 2-teilig",1,Dba,Anat. Modelle,Stk,56,56
70204,"Auge, 5-fache Größe, 6-teilig",1,Dba,Anat. Modelle,Stk,145,145
70205,"Ohr, 3-fache Größe, 4-teilig",1,Dba,Anat. Modelle,Stk,123,123
70206,"Haut, Blockmodell, 70-fache Größe",1,Dba,Anat. Modelle,Stk,288,288
7021,Ersatzhaut für Arm,1,Eh,Lehrmittel,Stk,60,60
705,Ganzglasspritze  5 ml,1,Aff,Sterilisierbare Spritzen,Stk,4.07,4.07
7056,"Wandhalter für Ärzterollen, bis 50 cm",1,Gfh,Hygienepapier & Spender,Stk,39.13,39.13
7060,"Ultraschall Kontaktgel, 250 ml",1,Je,Ultraschallgel,Stk,0.99,0.99
7061,Ultraschallgel 5-lt. Kanister,1,Je,Ultraschallgel,Stk,6.95,6.95
70611,Dosierpumpe für Ultraschallgelkanister,1,E,Sammelgruppierung Artikelzubehör,Stk,9.7,9.7
7070,Infrarotstrahler IRS 2,1,Tbb,Rotlicht & Infrarotstrahler,Stk,1590,1590
7071,Infrarotstrahler IRS,1,Tbb,Rotlicht & Infrarotstrahler,Stk,2500,2500
7071-1,"Infrarot-Heizstab, 200 Watt",1,Ej,Physikalische Therapie,Stk,29,29
7072,Infrarotstrahler TGS 3.2,1,Tbb,Rotlicht & Infrarotstrahler,Stk,1130,1130
7072-1,"Leuchtmittel Phillips Infrared PAR38, E27, 150W",1,Tbb,Rotlicht & Infrarotstrahler,Stk,12,12
7073,Infrarotstrahler TGS 4.2,1,Tbb,Rotlicht & Infrarotstrahler,Stk,1100,1100
7074,Infrarotstrahler TGS 6.2,1,Tbb,Rotlicht & Infrarotstrahler,Stk,1250,1250
7074-1,"Leuchtmittel Phillips Infrared PAR38, E27, 150W",1,Ej,Physikalische Therapie,Stk,12.6,12.6
7076,Infrarotstrahler-Stativ U-Fuß(SSU),1,Tbb,Rotlicht & Infrarotstrahler,Stk,1300,1300
7077,Infrarotstrahler-Stativ V-Fuß(SSV),1,Tbb,Rotlicht & Infrarotstrahler,Stk,1300,1300
7078,Wandarm HWA für Infrarotstrahler,1,Tbb,Rotlicht & Infrarotstrahler,Stk,718.2,718.2
7079,"Wandarm Ondal für Infrarotstrahler,TGS und IRS",1,Tbb,Rotlicht & Infrarotstrahler,Stk,1100,1100
70791,Deckenbefestigung 255 mm,1,Ej,Physikalische Therapie,Stk,1040,1040
70792,Deckenbefestigung 300 mm,1,Ej,Physikalische Therapie,Stk,1040,1040
70793,Deckenbefestigung 350 mm,1,Ej,Physikalische Therapie,Stk,1040,1040
70794,Deckenbefestigung 550 mm,1,Ej,Physikalische Therapie,Stk,1040,1040
70795,Deckenbefestigung 850 mm,1,Ej,Physikalische Therapie,Stk,1040,1040
710,Ganzglasspritze 10 ml,1,Aff,Sterilisierbare Spritzen,Stk,6.11,6.11
711,Künstliches Homo-Skelett,1,Dbb,Skelette,Stk,228.82,228.82
7115,"Künstliches Homo-Skelett, auf Stativ,",1,Dbb,Skelette,Stk,675,675
7116,"Künstliches Homo-Skelett, flexibel, mit",1,Dbb,Skelette,Stk,613,613
712,"Künstliche Wirbelsäule mit Stativ,",1,Dbb,Skelette,Stk,159.88,159.88
713,Mini-Wirbelsäule auf Stativ,1,Dbb,Skelette,Stk,108,108
714,Künstl. Wirbelsäule mit,1,Dbb,Skelette,Stk,170.62,170.62
715,Miniaturskelett auf Sockel,1,Dbb,Skelette,Stk,194,194
716,"Mini-Skelett mit Muskelbemalung,",1,Dbb,Skelette,Stk,274,274
7161,Fußskelett mit Schienbein- und,1,Dbb,Skelette,Stk,89,89
7162,"Handskelett mit Unterarm,",1,Dbb,Skelette,Stk,93,93
7171,"Sterilisations-Klebeband mit Indikator,",1,4aj,Ultraschallreiniger & Steris,Stk,9.95,9.95
7258,SaltPipe,1,Ti,Inhalation,Stk,23,23
7259,Solefant,1,Ti,Inhalation,Stk,21,21
7408,"Saug- u. Druckleitung, 140 cm",1,Aa,Infusion & Transfusion,Stk,0.43,0.43
7500,"Gummispanner für Liegenbezug, 2 cm Breite",1,7hd,Fußauflagen / Gummispanner,Stk,1.9,1.9
7519,"Sterican Gr.01, G20, 0,90x40 mm, gelb,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7520,"Sterican G20x2 3/4, 0,90x70 mm, gelb, 100 St.",1,Adb,BRAUN Kanülen,Ktn,4.9,4.9
7527,"Sterican Gr.02, G21, 0,80x40 mm, grün,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7613,"Venofix A 1,1 Beige",1,Adh,Venenpunktionskanülen,Stk,0.23,0.23
7624,"Sterican Gr.12, G22, 0,70x30 mm, schwarz",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7640,"Sterican Gr.14, G23, 0,60x30 mm, blau,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7656,"Venofix A 0,5 Orange",1,Adh,Venenpunktionskanülen,Stk,0.23,0.23
7664,"Venofix A 0,65 Blau",1,Adh,Venenpunktionskanülen,Stk,0.24,0.24
7667,"Sterican Gr.16, G23, 0,60x25 mm, blau,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7675,"Sterican Gr.17, G24, 0,55x25 mm, lila,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7680,"Venofix A 0,8 Grün",1,Adh,Venenpunktionskanülen,Stk,0.18,0.18
7683,"Sterican Gr.18, G26, 0,45x25 mm, braun,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7691,"Terumo-Surflo Gr. 1,1 Beige",1,Adh,Venenpunktionskanülen,Stk,20.38,20.38
7692,"Terumo-Surflo Gr. 0,8 Grün",1,Adh,Venenpunktionskanülen,Stk,20.38,20.38
7693,"Terumo-Surflo Gr. 0,6 Blau",1,Adh,Venenpunktionskanülen,Stk,20.38,20.38
7694,"Terumo-Surflo Gr. 0,5 Orange",1,Adh,Venenpunktionskanülen,Stk,20.38,20.38
7695,"Wing-Flo Flügelkanüle, Gr. 1,1",1,Adh,Venenpunktionskanülen,Stk,18.9,18.9
7696,"Wing-Flo Flügelkanüle, Gr. 0,8",1,Adh,Venenpunktionskanülen,Stk,18.9,18.9
7697,"Wing-Flo Flügelkanüle, Gr. 0,6",1,Adh,Venenpunktionskanülen,Stk,18.9,18.9
7698,"Wing-Flo Flügelkanüle, Gr. 0,5",1,Adh,Venenpunktionskanülen,Stk,18.9,18.9
7705,"Sterican Gr.20, G27, 0,40x20 mm, grau,",1,Adb,BRAUN Kanülen,Ktn,1.99,1.99
7706,TRICURO go,1,Ifg,Rückenmessung,Stk,790,790
7708,MS 50 Personenwaage,1,Ife,Personenwaagen,Stk,51.15,51.15
7710,"Glas-Diagnosewaage BG 40, schwarz",1,Ifa,Diagnosewaagen,Stk,47.69,47.69
7714,Personenwaage mit Sprachausgabe PS 24*,1,Zc,50% Rabatt,Stk,40.82,40.82
7724,Globuliwaage KS 36,1,5bc,Globuli,Stk,36.53,36.53
78100,"nutri balance Yams, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,17,17
78101,"nutri balance Amino Essentiell plus,",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78102,"nutri balance Arthro Inflam, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,32,32
78103,"nutri balance Cardio, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78104,"nutri balance Chelat plus, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78105,"nutri balance Curcuma, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,14.5,14.5
78106,"nutri balance GABA, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,24.5,24.5
78107,"nutri balance Glutamin plus,",1,Nf,Nutri Balance Produkte,Stk,24.5,24.5
78108,"nutri balance Glutathion, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78109,"nutri balance Immun Amino + Vitamin,",1,Nf,Nutri Balance Produkte,Stk,29.5,29.5
78110,"nutri balance Immun Balance, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78111,"nutri balance Infla Stop, 180 Kapseln",1,Nf,Nutri Balance Produkte,Stk,44.5,44.5
78112,"nutri balance Krill-Omega 3, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,29.5,29.5
78113,"nutri balance L-Arginin, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,29.5,29.5
78114,"nutri balance L-Carnitin, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,19.5,19.5
78115,"nutri balance L-Lysin, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,14.5,14.5
78117,"nutri balance L-Tryptophan plus,",1,Nf,Nutri Balance Produkte,Stk,17,17
78118,"nutri balance L-Tyrosin, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,14.5,14.5
78119,"nutri balance Metabol plus, 90 Kapseln",1,Nf,Nutri Balance Produkte,Stk,19.5,19.5
78120,"nutri balance Neuro-Amino, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,24.5,24.5
78121,"nutri balance Neuro-Vitamin, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,14.5,14.5
78122,"nutri balance Onko Amino + Vitamin,",1,Nf,Nutri Balance Produkte,Stk,39.5,39.5
78125,"nutri balance Phosphatidylserin,",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78126,"nutri balance SAMe, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,29.5,29.5
78127,"nutri balance Skin & Tissue, 120 Kapseln",1,Nf,Nutri Balance Produkte,Stk,29.5,29.5
78128,"nutri balance Sport & Energie,",1,Nf,Nutri Balance Produkte,Stk,34.5,34.5
78129,"nutri balance Weihrauch, 60 Kapseln",1,Nf,Nutri Balance Produkte,Stk,19.5,19.5
7813,"Venofix Safety 1,1",1,Adh,Venenpunktionskanülen,Stk,0.8,0.8
78200,Arginin plus RR,1,Ng,Thustmed,Stk,55.14,55.14
78201,Carnitin,1,Ng,Thustmed,Stk,35.45,35.45
78202,Chelat Complex,1,Ng,Thustmed,Stk,80.91,80.91
78203,Cor & Metabol,1,Ng,Thustmed,Stk,62.73,62.73
78204,Curcuma,1,Ng,Thustmed,Stk,59.81,59.81
78205,Energy Booster,1,Ng,Thustmed,Stk,42.91,42.91
78206,Ferrum Complex,1,Ng,Thustmed,Stk,36.45,36.45
78207,Glutamin Complex,1,Ng,Thustmed,Stk,27.1,27.1
78208,Glutathion,1,Ng,Thustmed,Stk,64.49,64.49
78209,Immune Active,1,Ng,Thustmed,Stk,57.45,57.45
78210,Immune ReBalance,1,Ng,Thustmed,Stk,55.14,55.14
78211,Inflaprotect,1,Ng,Thustmed,Stk,89.09,89.09
78212,Intest Care,1,Ng,Thustmed,Stk,35.51,35.51
78213,Krill Öl,1,Ng,Thustmed,Stk,53.64,53.64
78214,Lysin Complex,1,Ng,Thustmed,Stk,27.1,27.1
78215,Mineral pH-Care,1,Ng,Thustmed,Stk,44.55,44.55
78216,MultiMin,1,Ng,Thustmed,Stk,36.45,36.45
78217,Neuro Care,1,Ng,Thustmed,Stk,55.14,55.14
78218,Omega 3 Intense,1,Ng,Thustmed,Stk,38.18,38.18
78219,SAMe plus Intense,1,Ng,Thustmed,Stk,53.64,53.64
78220,Selen,1,Ng,Thustmed,Stk,20.56,20.56
78221,Taurin,1,Ng,Thustmed,Stk,38.32,38.32
78222,Tryptophan Night,1,Ng,Thustmed,Stk,53.64,53.64
78223,Tyrosin,1,Ng,Thustmed,Stk,26.36,26.36
78224,Ubiquinol Liquid,1,Ng,Thustmed,Stk,126.17,126.17
78225,Vitamin B Complex,1,Ng,Thustmed,Stk,29.91,29.91
78226,Vitamin K2 + D3,1,Ng,Thustmed,Stk,36.45,36.45
78227,Weihrauch,1,Ng,Thustmed,Stk,45.79,45.79
78228,Intest Care + Glutamin Complex,1,Ng,Thustmed,Stk,59.35,59.35
78230,"Skin Tissue Hair , 180 stk / Dose",1,Ng,Thustmed,Dose,74.55,74.55
7856,"Venofix Safety 0,5",1,Adh,Venenpunktionskanülen,Stk,0.66,0.66
7865,"Venofix Safety 0,65",1,Adh,Venenpunktionskanülen,Stk,0.82,0.82
7880,"Venofix Safety 0,8",1,Adh,Venenpunktionskanülen,Stk,0.48,0.48
79111,"SanoMit Q10 flüssig, 30 ml",1,Nac,Ubiquinon / Ubiquinol,Stk,27.59,27.59
79113,"Vitamin C matrix mse 500 mg, 180 Tabl.",1,Naa,Vitamine,Stk,25.35,25.35
79118,"Vitamin D3 mse 2.000 I.E. (50 Mikrogr.),",1,Naa,Vitamine,Stk,16.89,16.89
79119,"Selen mse 50 Mikrogramm, 120 Tabletten",1,Nab,Spurenelemente,Stk,15.4,15.4
79122,"Zink ll mse 1,25 mg, 120 Tabletten",1,Nab,Spurenelemente,Stk,15.4,15.4
79124,"Chrom lll mse 50 Mikrogramm, 120 Tabl.",1,Nab,Spurenelemente,Stk,15.4,15.4
79125,"QuinoMit Q10, 50 mg, 60 Kapseln",1,Nac,Ubiquinon / Ubiquinol,Stk,30.66,30.66
79126,"EnzOmega 700 mg, 60 Kapseln",1,Na,Mitochondriale Medizin,Stk,16.77,16.77
79127,"Q10 classic mse 30 mg, 60 Kapseln",1,Nac,Ubiquinon / Ubiquinol,Stk,16.23,16.23
79132,"QuinoMit Q10 fluid, 50 ml",1,Nac,Ubiquinon / Ubiquinol,Stk,88.32,88.32
79137,Vitamin B12 mse 500 Mikrogramm und,1,Naa,Vitamine,Stk,25.95,25.95
79138,"Carnitin mse 333,33 mg, 90 Kapseln",1,Na,Mitochondriale Medizin,Stk,23.4,23.4
79149,"DentoMit Q10 direkt Parodontal-Spray,",1,Yl,Mund- und Zahnpflege,Stk,30.97,30.97
79152,"QuinoMit Q10 50 mg, 60 Kapseln",1,Nac,Ubiquinon / Ubiquinol,Stk,1,NULL
79153,"Calmina! SchlafKraft, 100 ml",1,Nb,Hildegard von Bingen,Stk,9.87,9.87
79154,"Dignatio! BlasenKraft, 100 ml",1,Nb,Hildegard von Bingen,Stk,9.87,9.87
79155,"BasenKraft! Original BIO, 330 ml",1,Nb,Hildegard von Bingen,Stk,13.04,13.04
79156,"Hildegard Tropfen, 20 ml",1,Nb,Hildegard von Bingen,Stk,6.75,6.75
79157,"Bärwurz Birnenhonig Mischpulver, 70 g",1,Nb,Hildegard von Bingen,Stk,10.06,10.06
79158,"KräuterKissen als Leberwickel, 180 g,",1,Nb,Hildegard von Bingen,Stk,10.19,10.19
79160,"Flohsamenschalen mit Bertram, 250 g",1,Nb,Hildegard von Bingen,Stk,6.99,6.99
79161,"BitterKraft! Original, 100 ml",1,Nb,Hildegard von Bingen,Stk,13.5,13.5
79162,"BitterKraft! Original, 200 ml",1,Nb,Hildegard von Bingen,Stk,25.19,25.19
79163,"BitterKraft! Vital Pulver, 100 g",1,Nb,Hildegard von Bingen,Stk,19.13,19.13
79164,"BIO BitterKraft! Original, 200 ml",1,Nb,Hildegard von Bingen,Stk,1,NULL
79165,"Mundöl mit Kräutern nach Hildegard,",1,Nb,Hildegard von Bingen,Stk,8.79,8.79
79166,"Rebasche Zahncreme nach Hildegard, 75 ml",1,Nb,Hildegard von Bingen,Stk,5.85,5.85
79167,"Kloster Tee nach Hildegard, 100 g",1,Nb,Hildegard von Bingen,Stk,3.7,3.7
79176,"Heidelbergers 7-Kräuter-Stern, 100 g",1,Nd,Heidelbergers 7 Kräuter-Stern,Stk,6.12,6.12
79177,"Heidelbergers 7-Kräuter-Stern, 250 g",1,Nd,Heidelbergers 7 Kräuter-Stern,Stk,13.78,13.78
79178,"BIO Heidelbergers 7-Kräuter-Stern, 100 g",1,Nd,Heidelbergers 7 Kräuter-Stern,Stk,8.17,8.17
79179,"BIO Heidelbergers 7-Kräuter-Stern, 250 g",1,Nd,Heidelbergers 7 Kräuter-Stern,Stk,17.89,17.89
799,Ersatzbatterie zu Svesa Neuralstift,1,Ej,Physikalische Therapie,Stk,1,NULL
800001250,SINO Rod 6.0 x 250,1,Ortho,Orthopädie,Stk,12,12
80006,HerbaChaud Wärmepflaster (6 Stück),1,Tba,HerbaChaud Wärmepflaster,Stk,21.25,21.25
800105545,SINO Polyaxial Pedicle Screw 5.5 x 45,1,Ortho,Orthopädie,Stk,42,42
800105550,SINO Polyaxial Pedicle Screw 5.5 x 50,1,Ortho,Orthopädie,Stk,42,42
800146545,SINO Polyaxial Reduction Screw 6.5 x 45,1,Ortho,Orthopädie,Stk,45,45
800204,Ringelblumen-Balsam 250 ml,1,Yad,Weitere Cremen / Lotionen / Öle,Stk,0.79,0.79
800207,Arnikasalbe 250 ml,1,Yad,Weitere Cremen / Lotionen / Öle,Stk,0.79,0.79
800210,Kristallines Himalayasalz 1000 g,1,Ne,Salze und Tees,Stk,2.57,2.57
8002101,Kristallines Himalayasalz 1000 g,1,Ne,Salze und Tees,Stk,2.4,2.4
8002113,Cellulite-Öl-Creme 250 ml,1,Yad,Weitere Cremen / Lotionen / Öle,Stk,2.12,2.12
8002114,Teebaumöl-Pflegecreme 250 ml,1,Yad,Weitere Cremen / Lotionen / Öle,Stk,1.55,1.55
800216035,Premier Polyaxial Pedicle Screw 6.0 x 35,1,Ortho,Orthopädie,Stk,58,58
80023,"ASKINA-Silk 2,50 cm, 12 Rollen",1,Bda,Askina,Stk,69.12,69.12
800708,Trolley zum Transport von Kofferliegen,1,E,Sammelgruppierung Artikelzubehör,Stk,1,NULL
80344,Hochleistungsakku f. methalas 5S (3 Stc,1,Qfc,Laserakupunkturgeräte,Stk,2.61,2.61
8037,"miniBIOLAS Softlaser, 5 mw",1,Qfc,Laserakupunkturgeräte,Stk,146.25,146.25
803716050,Premier Cannulated Polyaxial Pedicle Screw 6.0x50,1,Ortho,Orthopädie,Stk,66,66
8038,Netzgerät für miniBIOLAS,1,Qfc,Laserakupunkturgeräte,Stk,27.65,27.65
80381,Massageaufsatz für miniBIOLAS,1,Qfc,Laserakupunkturgeräte,Stk,22.5,22.5
80382,Akne-Herpes-Aufsatz für miniBIOLAS,1,Qfc,Laserakupunkturgeräte,Stk,13.9,13.9
80383,Ratgeber zur Softlaser-Therapie,1,Qfc,Laserakupunkturgeräte,Stk,5.95,5.95
80384,Ohrspitze für miniBIOLAS,1,Qfc,Laserakupunkturgeräte,Stk,37.6,37.6
80396,TINNImed 2 Therapie-Laser,1,Qfd,TINNImed 2,Stk,283.5,283.5
80397,zusätzliches Ohrteil für TINNImed 2,1,Qfd,TINNImed 2,Stk,78.75,78.75
8040,"BioLas 6 Softlaser, 5 mw",1,Qfc,Laserakupunkturgeräte,Stk,304.75,304.75
80401,Ohrspitze für BioLas 6 Softlaser,1,Qfc,Laserakupunkturgeräte,Stk,34.1,34.1
80481,EM 80 Digital TENS/EMS,1,Te,Schmerz- & Magnetfeldtherapie,Stk,69.89,69.89
804811,EM 80 Ersatzelektroden,1,Ef,Diagnostik,Stk,6.19,6.19
8060,Dunkelfeldmikroskop MA-DF 600,1,2ea,Mikroskopie und Zubehör,Stk,1175.29,1175.29
80601,"Hellfeldkondensor, gedämpft für MA-DF600",1,Es,Labor,Stk,82.35,82.35
80602,KA-DF2.0 Kamera inkl. Software,1,Es,Labor,Stk,1,NULL
80602-2,"KA-DF 8.3S Kamera,8MPixel",1,2ea,Mikroskopie und Zubehör,Stk,382,382
80603,CA-DF Kamera Adapter 600/650/700,1,Es,Labor,Stk,1,NULL
80604,OA DF Fix Adapter 2.0/5.1/14.1,1,Es,Labor,Stk,46.47,46.47
80605,OA DF Zoom Adapter 2.0/5.1 (einstellbar),1,Es,Labor,Stk,87.65,87.65
80606,Rechner RA-DF 100 mit Full HD Monitor,1,Es,Labor,Stk,410.59,410.59
80607,Transportkoffer für MA-DF Mikroskop,1,Es,Labor,Stk,105.29,105.29
80608,"Lieferung, Aufbau und Einweisung in der",1,Es,Labor,Stk,279,279
8061,Dunkelfeldmikroskop MA-DF 650,1,2ea,Mikroskopie und Zubehör,Stk,2519.33,2519.33
80611,"Hellfeldkondensor, gedämpft für MA-DF650",1,Es,Labor,Stk,75.88,75.88
8062,Dunkelfeldmikroskop MA-DF 700-25,1,2ea,Mikroskopie und Zubehör,Stk,3359.66,3359.66
80621,"Hellfeldkondensor, gedämpft für MA-DF700",1,Es,Labor,Stk,87.65,87.65
80622,"Tubus, 50% - 50%, Aufpreis",1,Es,Labor,Stk,105.29,105.29
80624,KA-DF12.0 Kamera inkl. Software,1,Es,Labor,Stk,440.59,440.59
80631,OAS 2-fach (Objektträgerablage),1,Es,Labor,Stk,28.83,28.83
80632,OAS 6-fach (Objektträgerablage),1,Es,Labor,Stk,57.65,57.65
80633,Reinigungsflüssigkeit für MADF,1,Es,Labor,Stk,5.82,5.82
80634,"Zelldarstellung, Poster A4, laminiert",1,Es,Labor,Stk,5.82,5.82
80635,"Patientenflyer Info Dunkelfeld, 200 St.",1,Es,Labor,Stk,20.59,20.59
80636,USB Stick 1 Zellerkennung,1,Es,Labor,Stk,83.2,83.2
80637,USB Stick 2 Basisdiagnostik,1,Es,Labor,Stk,125.21,125.21
8114,Silberbauer PS 3 Punktsuchstift,1,Qcb,Punktsuchgeräte,Stk,192.44,192.44
823,Dino-Lite DermaScope,1,Icb,IriScope,Stk,373,373
8231,Dino-Lite AM7915MZT  Digitalmikroskop,1,2ea,Mikroskopie und Zubehör,Stk,795,795
8232,Dino-Lite L Edge Extended Dynamic Range,1,2ea,Mikroskopie und Zubehör,Stk,795,795
8233,Dino-Lite L Edge Digitalmikroskop,1,2ea,Mikroskopie und Zubehör,Stk,679,679
8234,RK-06A Standfuß mit Profi-Halterung für,1,2ea,Mikroskopie und Zubehör,Stk,156,156
8234-1,RK-10-VX Vertikaler Arm,1,2ea,Mikroskopie und Zubehör,Stk,19,19
8234-2,RK-10A High End Stativ,1,2ea,Mikroskopie und Zubehör,Stk,210,210
8234-3,RK-10-FX Flexible Armverlängerung,1,2ea,Mikroskopie und Zubehör,Stk,34,34
8234-4,HD-M1 Halterung für DinoLite Mikroskope,1,2ea,Mikroskopie und Zubehör,Stk,37,37
8234-5,RK-02 Schwanenhalsstativ,1,2ea,Mikroskopie und Zubehör,Stk,101,101
